Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,81.4110336303711,82.45001983642578,80.44320678710938,81.98033905029297,71.8329849243164,4977763
2017-01-04,82.37885284423828,82.93392944335938,82.12266540527344,82.63504028320312,72.4066162109375,3686371
2017-01-05,82.67774200439453,82.820068359375,81.72415161132812,82.2649917602539,72.0823974609375,2905704
2017-01-06,82.2649917602539,82.3930892944336,81.2829360961914,81.75261688232422,71.63343048095703,3579434
2017-01-09,81.69568634033203,84.08677673339844,81.68144989013672,82.2507553100586,72.0699234008789,7799435
2017-01-10,82.13689422607422,82.30769348144531,81.35409545898438,82.07996368408203,71.92028045654297,4151778
2017-01-11,82.40731811523438,82.97662353515625,81.7383804321289,82.91969299316406,72.65605163574219,4561679
2017-01-12,82.93392944335938,83.41783905029297,82.63504028320312,82.96239471435547,72.6934585571289,4255483
2017-01-13,82.93392944335938,83.01932525634766,82.16535949707031,82.2649917602539,72.0823974609375,4053905
2017-01-17,81.8664779663086,81.8664779663086,81.08367919921875,81.59605407714844,71.4962387084961,3705833
2017-01-18,81.89494323730469,82.13689422607422,81.25447082519531,82.13689422607422,71.97013854980469,2733635
2017-01-19,82.37885284423828,82.54964447021484,80.7847900390625,81.25447082519531,71.19695281982422,2870854
2017-01-20,81.43949127197266,82.02303314208984,81.09790802001953,81.66722106933594,71.55859375,4961955
2017-01-23,81.66722106933594,82.07996368408203,80.91288757324219,81.32563018798828,71.25930786132812,3449311
2017-01-24,81.95187377929688,85.06883239746094,81.62451934814453,84.88380432128906,74.37704467773438,6467362
2017-01-25,84.57068634033203,85.89432525634766,84.47106170654297,85.695068359375,75.08789825439453,6121608
2017-01-26,86.06512451171875,87.74458312988281,85.695068359375,87.41722869873047,76.59689331054688,7329320
2017-01-27,87.40299224853516,87.85844421386719,87.13257598876953,87.26066589355469,76.4596939086914,3697191
2017-01-30,86.59172821044922,86.7055892944336,85.12576293945312,85.60967254638672,75.01309204101562,3826119
2017-01-31,85.16846466064453,85.32501983642578,84.27180480957031,84.86957550048828,74.36458587646484,4038377
2017-02-01,84.84111022949219,85.88009643554688,84.44259643554688,85.82316589355469,75.20013427734375,3936499
2017-02-02,85.7947006225586,86.23591613769531,85.02613830566406,85.19692993164062,74.65142059326172,2956010
2017-02-03,85.35348510742188,85.7947006225586,84.69878387451172,85.695068359375,75.08789825439453,3194756
2017-02-06,85.43888092041016,85.60967254638672,85.11153411865234,85.42465209960938,74.85093688964844,2788368
2017-02-07,85.2680892944336,85.695068359375,84.91226959228516,85.09729766845703,74.5641098022461,2205204
2017-02-08,85.18269348144531,85.39618682861328,84.6845474243164,85.01190185546875,74.48930358886719,3319961
2017-02-09,85.19692993164062,85.89432525634766,84.86957550048828,85.7662353515625,75.15027618408203,2698083
2017-02-10,86.16474914550781,87.2464370727539,85.99395751953125,87.08987426757812,76.31005096435547,3348979
2017-02-13,87.13257598876953,88.02923583984375,87.10411071777344,87.61648559570312,76.771484375,2819915
2017-02-14,86.89061737060547,87.87267303466797,86.2928466796875,87.84420776367188,76.97100830078125,3174802
2017-02-15,87.50262451171875,87.58802032470703,86.90485382080078,86.96178436279297,76.19783782958984,5480549
2017-02-16,86.56326293945312,87.44569396972656,86.53479766845703,87.40299224853516,76.58442687988281,3239793
2017-02-17,87.10411071777344,87.27490234375,86.10781860351562,87.18950653076172,76.3973617553711,2854765
2017-02-21,87.14680480957031,88.04346466064453,86.87638854980469,87.13257598876953,76.34747314453125,3514232
2017-02-22,87.08987426757812,91.60163879394531,86.93331909179688,90.61958312988281,79.40287017822266,13197147
2017-02-23,90.56265258789062,90.91847229003906,89.70869445800781,90.1926040649414,79.02873992919922,4388697
2017-02-24,89.60906219482422,90.50572204589844,89.40980529785156,90.44879150390625,79.25321197509766,3701688
2017-02-27,89.95064544677734,90.53418731689453,89.25324249267578,89.53790283203125,78.45508575439453,5101422
2017-02-28,89.09668731689453,89.49520111083984,88.20002746582031,88.61277770996094,77.64443969726562,5127770
