Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,115.77999877929688,116.0,115.2300033569336,115.83999633789062,98.21747589111328,5953000
2017-01-04,115.5,116.2300033569336,115.30999755859375,115.6500015258789,98.05636596679688,5828900
2017-01-05,116.0,116.97000122070312,115.44000244140625,116.86000061035156,99.0822982788086,6217200
2017-01-06,116.66999816894531,117.0,115.76000213623047,116.30000305175781,98.60749053955078,5221400
2017-01-09,116.3499984741211,116.61000061035156,115.88999938964844,116.27999877929688,98.59052276611328,5457500
2017-01-10,116.02999877929688,117.0,115.87000274658203,116.16000366210938,98.48877716064453,5312800
2017-01-11,116.08000183105469,116.25,114.0199966430664,114.7300033569336,97.27632904052734,8887200
2017-01-12,114.2699966430664,114.7300033569336,113.37000274658203,114.62000274658203,97.18309020996094,6627300
2017-01-13,114.94000244140625,115.0199966430664,114.44000244140625,114.5999984741211,97.16609191894531,4935200
2017-01-17,113.94000244140625,115.05000305175781,113.66999816894531,114.87000274658203,97.39503479003906,6255400
2017-01-18,114.87000274658203,115.0999984741211,114.41000366210938,114.69999694824219,97.25090026855469,5014600
2017-01-19,114.68000030517578,114.9000015258789,113.91999816894531,114.19999694824219,96.82695770263672,5540800
2017-01-20,114.48999786376953,115.02999877929688,114.08000183105469,114.1500015258789,96.78456115722656,7502400
2017-01-23,114.51000213623047,114.7699966430664,113.80000305175781,113.91000366210938,96.58108520507812,7989800
2017-01-24,112.91000366210938,113.30000305175781,111.1500015258789,111.76000213623047,94.7581558227539,12450300
2017-01-25,111.93000030517578,112.80000305175781,110.76000213623047,112.80000305175781,95.63993835449219,9385500
2017-01-26,112.0,112.83999633789062,111.5999984741211,111.83999633789062,94.82598114013672,10164300
2017-01-27,112.0,113.54000091552734,111.9000015258789,113.37999725341797,96.1316909790039,8886100
2017-01-30,113.4000015258789,113.5999984741211,112.8499984741211,113.12999725341797,95.91972351074219,6969400
2017-01-31,112.79000091552734,113.4000015258789,112.43000030517578,113.25,96.02149200439453,8713400
2017-02-01,112.4800033569336,113.31999969482422,112.47000122070312,113.2300033569336,96.0045394897461,7082300
2017-02-02,112.81999969482422,113.62000274658203,112.7699966430664,113.56999969482422,96.29279327392578,7826300
2017-02-03,113.5,113.66000366210938,112.66000366210938,113.63999938964844,96.3521499633789,7267600
2017-02-06,113.45999908447266,113.58999633789062,112.62000274658203,113.4000015258789,96.14866638183594,6178400
2017-02-07,113.5999984741211,113.62000274658203,113.05000305175781,113.4800033569336,96.21648406982422,5507900
2017-02-08,113.30000305175781,113.69000244140625,113.1500015258789,113.4000015258789,96.14866638183594,5272000
2017-02-09,113.4000015258789,114.6500015258789,113.4000015258789,114.08000183105469,96.7252197265625,5854600
2017-02-10,114.31999969482422,115.98999786376953,114.2300033569336,115.23999786376953,97.708740234375,6438500
2017-02-13,115.27999877929688,116.12000274658203,115.22000122070312,115.87999725341797,98.2513656616211,5710800
2017-02-14,115.44000244140625,116.4000015258789,115.31999969482422,116.36000061035156,98.65836334228516,5539100
2017-02-15,115.9000015258789,117.45999908447266,115.58999633789062,117.19999694824219,99.37059020996094,5979700
2017-02-16,117.0,118.27999877929688,117.0,118.08000183105469,100.1167221069336,7119300
2017-02-17,118.19000244140625,118.9000015258789,118.05000305175781,118.86000061035156,100.7780532836914,8691400
